Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
77,3.0,0.0,2061.0,17.0,159.0,8589.0,0.0,128.41200000999999,128.41200000999999,0.0,1018.1602239608765,,,,,,,,,,,,,,,,50.264805850706445,39.461118695783625,120.54043631605374,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,3.0,0.0,2151.0,18.0,90.0,8679.0,0.0,50.91100001,50.91100001,0.0,1024.627284526825,,,,,,,,,,,,,,,,16.358554219579787,16.142504968659903,49.4882183485864,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,3.0,0.0,2190.0,19.0,39.0,8718.0,0.0,12.61100000999999,12.61100000999999,0.0,1027.6505432128906,,,,,,,,,,,,,,,,2.7162210485996883,3.6302479952242113,12.517584974078696,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,3.0,0.0,2514.0,20.0,324.0,9042.0,0.0,163.11500000999945,163.11500000999945,0.0,1049.8573858737946,,,,,,,,,,,,,,,,60.83627797084034,38.30093616059335,143.5475935409888,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,277.0,1.0,277.0,9319.0,0.0,235.61200000999997,235.61200000999997,0.0,1217.4832491874695,,,,,,,,,,,,,,,,95.77215360390024,65.84293079047276,209.2924058675875,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,490.0,2.0,213.0,9532.0,0.0,164.31300000999997,164.31300000999997,0.0,1232.2627143859863,,,,,,,,,,,,,,,,65.88402688611187,49.018545243355256,150.43013241567394,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,669.0,3.0,179.0,9711.0,0.0,127.61200000999999,127.61200000999999,0.0,1244.9930922985077,,,,,,,,,,,,,,,,52.78078403036578,38.12742410240088,118.2825221907553,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,783.0,4.0,114.0,9825.0,0.0,74.11300000999994,74.11300000999994,0.0,1253.0687441825867,,,,,,,,,,,,,,,,24.313949815642612,23.632719228106907,71.41262235337017,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,844.0,5.0,61.0,9886.0,0.0,23.91700001000004,23.91700001000004,0.0,1257.614027261734,,,,,,,,,,,,,,,,5.47866877424187,7.110676334259383,23.60640762239364,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,917.0,6.0,73.0,9959.0,0.0,29.21200001000004,29.21200001000004,0.0,1263.0570542812347,,,,,,,,,,,,,,,,8.112857179160136,8.523933899161978,28.64840984576708,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,974.0,7.0,57.0,10016.0,0.0,21.01600001000004,21.01600001000004,0.0,1267.2833647727966,,,,,,,,,,,,,,,,4.612997862747388,6.160272461713557,20.77383296478818,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,1052.0,8.0,78.0,10094.0,0.0,24.61800001000006,24.61800001000006,0.0,1273.0642671585083,,,,,,,,,,,,,,,,5.5094022711588435,6.813534607695681,24.212479111961574,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,1178.0,9.0,126.0,10220.0,0.0,86.51800001,86.51800001,0.0,1281.9539861679077,,,,,,,,,,,,,,,,29.53992979781349,27.603772528774773,82.8788477031787,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,1364.0,10.0,186.0,10406.0,0.0,98.71100000999975,98.71100000999975,0.0,1294.8334069252014,,,,,,,,,,,,,,,,35.52972299365988,24.804929892303182,92.19466619937864,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,1603.0,11.0,239.0,10645.0,0.0,161.01100000999978,161.01100000999978,0.0,1311.2524452209473,,,,,,,,,,,,,,,,55.90801583981122,45.73307450634935,147.79678100529046,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,1663.0,12.0,60.0,10705.0,0.0,29.011000010000036,29.011000010000036,0.0,1315.6558074951172,,,,,,,,,,,,,,,,7.733347091391597,9.029174052267585,28.575574759275774,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,1832.0,13.0,169.0,10874.0,0.0,106.41600000999999,106.41600000999999,0.0,1327.4150757789612,,,,,,,,,,,,,,,,35.8533689993929,31.38841534123031,100.45723788698962,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,1913.0,14.0,81.0,10955.0,0.0,53.71200000999999,53.71200000999999,0.0,1333.2384209632874,,,,,,,,,,,,,,,,18.024373333944553,17.471349458979507,52.30433010005056,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,1987.0,15.0,74.0,11029.0,0.0,25.915000010000046,25.915000010000046,0.0,1338.972160100937,,,,,,,,,,,,,,,,6.74833629570378,7.496039708952549,25.441064188306235,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,2208.0,16.0,221.0,11250.0,0.0,175.31200001,175.31200001,0.0,1354.5474216938019,,,,,,,,,,,,,,,,69.40321411781413,50.235846566414104,160.13402371367695,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,2348.0,17.0,140.0,11390.0,0.0,115.01000000999998,115.01000000999998,0.0,1364.3890888690948,,,,,,,,,,,,,,,,46.031302575771825,35.369588730107566,108.67429194133334,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,2451.0,18.0,103.0,11493.0,0.0,69.21200000999995,69.21200000999995,0.0,1371.7601001262665,,,,,,,,,,,,,,,,23.403705415185875,22.221129528626975,66.86828663887474,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,2496.0,19.0,45.0,11538.0,0.0,16.213000010000016,16.213000010000016,0.0,1375.235066652298,,,,,,,,,,,,,,,,3.511747496290508,4.779014746591313,16.071042415082015,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,2827.0,20.0,331.0,11869.0,0.0,207.21400000999998,207.21400000999998,0.0,1397.9449293613434,,,,,,,,,,,,,,,,81.4161185509784,52.858607402873034,180.44571048010624,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,259.0,1.0,259.0,12128.0,0.0,212.01300000999998,212.01300000999998,0.0,1588.3597881793976,,,,,,,,,,,,,,,,86.52248946199084,59.74711534631108,189.79346870805256,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,522.0,2.0,263.0,12391.0,0.0,216.61500001,216.61500001,0.0,1606.4602596759796,,,,,,,,,,,,,,,,84.58559536888106,62.61751178342895,194.56355197996442,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,761.0,3.0,239.0,12630.0,0.0,197.91300000999996,197.91300000999996,0.0,1623.3028554916382,,,,,,,,,,,,,,,,77.50096730975012,58.361949796337,179.56983866163162,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,862.0,4.0,101.0,12731.0,0.0,62.414000009999995,62.414000009999995,0.0,1630.606735944748,,,,,,,,,,,,,,,,19.66332808095103,19.963684040121898,60.488492366190144,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,914.0,5.0,52.0,12783.0,0.0,18.414000010000038,18.414000010000038,0.0,1634.5188837051392,,,,,,,,,,,,,,,,4.087656605280587,5.343275889047639,18.219661528053464,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,972.0,6.0,58.0,12841.0,0.0,22.411000010000034,22.411000010000034,0.0,1638.8735525608063,,,,,,,,,,,,,,,,5.922505601721607,6.567756244919731,22.08958426936951,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,1025.0,7.0,53.0,12894.0,0.0,20.414000010000038,20.414000010000038,0.0,1642.8900017738342,,,,,,,,,,,,,,,,4.625951122353928,6.067058704295006,20.189013614129372,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,1203.0,8.0,178.0,13072.0,0.0,84.21400000999988,84.21400000999988,0.0,1655.2918503284454,,,,,,,,,,,,,,,,31.62060077504167,25.0205973107931,78.66419726931191,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,1364.0,9.0,161.0,13233.0,0.0,91.72600000999994,91.72600000999994,0.0,1666.5219218730927,,,,,,,,,,,,,,,,26.65796564632576,28.434938001159473,87.5215891300716,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,1447.0,10.0,83.0,13316.0,0.0,40.914000009999995,40.914000009999995,0.0,1672.4817085266113,,,,,,,,,,,,,,,,11.183124311558018,12.528722079868796,40.02582651865933,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,1716.0,11.0,269.0,13585.0,0.0,231.41100000999998,231.41100000999998,0.0,1690.9830186367035,,,,,,,,,,,,,,,,93.4320999233289,65.62685567977451,206.48424938000497,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,1920.0,12.0,204.0,13789.0,0.0,173.01600001000003,173.01600001000003,0.0,1705.1272258758545,,,,,,,,,,,,,,,,69.82875133215275,51.36671242677228,158.92986460284376,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,2073.0,13.0,153.0,13942.0,0.0,92.91500000999996,92.91500000999996,0.0,1715.839144229889,,,,,,,,,,,,,,,,31.43047511930221,27.314466991175255,88.19433164839509,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,2158.0,14.0,85.0,14027.0,0.0,52.315000009999984,52.315000009999984,0.0,1721.987429857254,,,,,,,,,,,,,,,,16.43013899925133,16.916296379070573,50.969407602666315,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,2219.0,15.0,61.0,14088.0,0.0,19.91100001000004,19.91100001000004,0.0,1726.8101937770844,,,,,,,,,,,,,,,,5.177848424224109,5.747767844602997,19.614766022144483,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,2442.0,16.0,223.0,14311.0,0.0,161.31500001,161.31500001,0.0,1742.246246099472,,,,,,,,,,,,,,,,71.39218582903547,48.57632282450779,145.5400826527781,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,2617.0,17.0,175.0,14486.0,0.0,132.32000001,132.32000001,0.0,1754.4629037380219,,,,,,,,,,,,,,,,48.46702480493348,41.192017561825914,123.96223290203876,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,2739.0,18.0,122.0,14608.0,0.0,83.31700000999997,83.31700000999997,0.0,1763.0668904781342,,,,,,,,,,,,,,,,28.267067240977898,26.701838656336772,79.9483661727735,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,2792.0,19.0,53.0,14661.0,0.0,16.417000010000024,16.417000010000024,0.0,1767.0505616664886,,,,,,,,,,,,,,,,3.34435508169156,4.6228688079266345,16.256005195866216,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,3150.0,20.0,358.0,15019.0,0.0,213.33100000999977,213.33100000999977,0.0,1791.5890338420868,,,,,,,,,,,,,,,,70.46920144949911,54.95907942089835,188.2913172082877,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,302.0,1.0,302.0,15321.0,0.0,239.81400000999994,239.81400000999994,0.0,2003.0006506443024,,,,,,,,,,,,,,,,96.65744206942868,66.82201668287935,210.8342867918245,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,534.0,2.0,232.0,15553.0,0.0,178.11400000999998,178.11400000999998,0.0,2018.9634499549866,,,,,,,,,,,,,,,,71.95958277426173,50.4888743717228,161.5809577641357,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,847.0,3.0,313.0,15866.0,0.0,282.0110000100001,282.0110000100001,0.0,2040.487843990326,,,,,,,,,,,,,,,,116.42558280475292,77.39274070169989,245.8156082003129,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,988.0,4.0,141.0,16007.0,0.0,106.31200000999995,106.31200000999995,0.0,2050.3721957206726,,,,,,,,,,,,,,,,39.32572459920873,33.39543548528905,100.86794078229393,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,1038.0,5.0,50.0,16057.0,0.0,18.110000010000036,18.110000010000036,0.0,2054.4536311626434,,,,,,,,,,,,,,,,4.289375795033514,5.236711836114742,17.91344466491324,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,1092.0,6.0,54.0,16111.0,0.0,18.90900001000004,18.90900001000004,0.0,2058.518268108368,,,,,,,,,,,,,,,,4.6191183082733165,5.384294506225955,18.678245867220465,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,1280.0,7.0,188.0,16299.0,0.0,92.22600000999977,92.22600000999977,0.0,2071.5482470989227,,,,,,,,,,,,,,,,23.81333114282334,27.47798434172804,87.836930685835,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,1453.0,8.0,173.0,16472.0,0.0,92.61300000999996,92.61300000999996,0.0,2083.565062046051,,,,,,,,,,,,,,,,37.67835693939994,26.443345862017267,86.18082508456844,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,1547.0,9.0,94.0,16566.0,0.0,63.71100000999999,63.71100000999999,0.0,2090.606130838394,,,,,,,,,,,,,,,,21.91556461972133,20.396585681253185,61.71264958533152,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,1861.0,10.0,314.0,16880.0,0.0,179.51200001000007,179.51200001000007,0.0,2112.1206254959106,,,,,,,,,,,,,,,,80.09396862049981,46.85449774783181,154.51701087403717,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,2106.0,11.0,245.0,17125.0,0.0,162.41600001000003,162.41600001000003,0.0,2128.9760298728943,,,,,,,,,,,,,,,,71.31469017244125,46.55264933326069,145.0889899076597,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,2318.0,12.0,212.0,17337.0,0.0,140.61400000999996,140.61400000999996,0.0,2143.6062440872192,,,,,,,,,,,,,,,,55.36068783994687,39.97877495217768,129.00654072865999,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,2449.0,13.0,131.0,17468.0,0.0,92.11300000999996,92.11300000999996,0.0,2152.7662014961243,,,,,,,,,,,,,,,,32.346729550858434,29.012963374425663,87.96354198081835,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,2531.0,14.0,82.0,17550.0,0.0,48.31400000999999,48.31400000999999,0.0,2158.7331836223602,,,,,,,,,,,,,,,,14.783360808834914,15.459194251384318,47.14891333701255,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,2602.0,15.0,71.0,17621.0,0.0,24.814000010000044,24.814000010000044,0.0,2163.903786420822,,,,,,,,,,,,,,,,6.595913997308414,7.219561639247924,24.370060176367474,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,2806.0,16.0,204.0,17825.0,0.0,176.71100001,176.71100001,0.0,2178.079174757004,,,,,,,,,,,,,,,,72.74259823175531,51.88476321169229,162.03354351423627,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,2973.0,17.0,167.0,17992.0,0.0,105.41200000999986,105.41200000999986,0.0,2189.7949764728546,,,,,,,,,,,,,,,,35.988688583287846,30.69174299084935,99.50139040699796,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,3090.0,18.0,117.0,18109.0,0.0,79.41400000999995,79.41400000999995,0.0,2198.028438091278,,,,,,,,,,,,,,,,26.9229560010965,25.408981518118043,76.34035451238415,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,3134.0,19.0,44.0,18153.0,0.0,15.31200000999999,15.31200000999999,0.0,2201.4761893749237,,,,,,,,,,,,,,,,3.295022768743282,4.45801433153057,15.182201209384687,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,3454.0,20.0,320.0,18473.0,0.0,250.51000000999997,250.51000000999997,0.0,2223.3361852169037,,,,,,,,,,,,,,,,106.912348503517,66.0874294198088,216.51456305192647,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,528.0,1.0,528.0,19001.0,0.0,455.81500001000006,455.81500001000006,0.0,2458.6013436317444,,,,,,,,,,,,,,,,182.19590287130404,113.90582884727652,359.9755388327838,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,844.0,2.0,316.0,19317.0,0.0,274.41500000999997,274.41500000999997,0.0,2480.186218738556,,,,,,,,,,,,,,,,112.76869011812933,75.59523889554373,239.01911304571715,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,1110.0,3.0,266.0,19583.0,0.0,228.41000000999998,228.41000000999998,0.0,2498.4511210918427,,,,,,,,,,,,,,,,96.51686018674829,65.31866069206909,202.9394546549803,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,1216.0,4.0,106.0,19689.0,0.0,64.11300001000008,64.11300001000008,0.0,2505.9912610054016,,,,,,,,,,,,,,,,19.9862324202226,20.27856388989172,62.05651588934576,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,1257.0,5.0,41.0,19730.0,0.0,12.81100000999999,12.81100000999999,0.0,2509.24569773674,,,,,,,,,,,,,,,,2.7213703530299265,3.6312005730257595,12.712135961487267,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,1354.0,6.0,97.0,19827.0,0.0,52.914000009999995,52.914000009999995,0.0,2516.19908452034,,,,,,,,,,,,,,,,15.542089984261326,16.380867540897224,51.457875156683336,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,1619.0,7.0,265.0,20092.0,0.0,194.21100000999996,194.21100000999996,0.0,2534.486257314682,,,,,,,,,,,,,,,,72.51548481321666,53.718761355638996,175.16956610059827,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,1699.0,8.0,80.0,20172.0,0.0,26.318000010000063,26.318000010000063,0.0,2540.4999759197235,,,,,,,,,,,,,,,,5.761210391304784,7.285313499707197,25.882986164860476,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,2068.0,9.0,369.0,20541.0,0.0,218.43100000999976,218.43100000999976,0.0,2565.7576422691345,,,,,,,,,,,,,,,,95.74614815350301,50.97941577458707,183.28395529665414,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,2353.0,10.0,285.0,20826.0,0.0,142.8300000099998,142.8300000099998,0.0,2585.2250397205353,,,,,,,,,,,,,,,,60.98696043631549,31.84855885849397,125.57429057622645,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,2757.0,11.0,404.0,21230.0,0.0,274.4740000099995,274.4740000099995,0.0,2612.758570432663,,,,,,,,,,,,,,,,85.94683712210764,81.4294332316971,239.99146928195069,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,2971.0,12.0,214.0,21444.0,0.0,171.51400000999993,171.51400000999993,0.0,2627.4889330863953,,,,,,,,,,,,,,,,65.57364299900539,51.80353387481384,157.6388792875004,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,3240.0,13.0,269.0,21713.0,0.0,240.71200001,240.71200001,0.0,2646.044287443161,,,,,,,,,,,,,,,,100.0624548609016,67.58459056364141,214.00920886127903,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,3365.0,14.0,125.0,21838.0,0.0,85.11500000999997,85.11500000999997,0.0,2654.8987164497375,,,,,,,,,,,,,,,,29.043659445989867,26.980269128088267,81.56610868793922,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,3614.0,15.0,249.0,22087.0,0.0,206.41100000999998,206.41100000999998,0.0,2672.0610213279724,,,,,,,,,,,,,,,,89.20040473581622,60.936389087549436,184.38448371449653,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,3842.0,16.0,228.0,22315.0,0.0,177.81200000999993,177.81200000999993,0.0,2687.7965598106384,,,,,,,,,,,,,,,,70.33429323554174,52.27695656584814,161.93771887116787,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,3995.0,17.0,153.0,22468.0,0.0,92.11200000999996,92.11200000999996,0.0,2698.4413626194,,,,,,,,,,,,,,,,34.09004625042852,26.161452084931565,86.98320613982423,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,4453.0,18.0,458.0,22926.0,0.0,402.31200001000013,402.31200001000013,0.0,2729.671877145767,,,,,,,,,,,,,,,,164.7989422855886,103.12232889125907,327.16124568888915,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,4496.0,19.0,43.0,22969.0,0.0,14.61300000999999,14.61300000999999,0.0,2733.2628939151764,,,,,,,,,,,,,,,,3.116525384971743,4.2507686233876525,14.49348290134757,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,5043.0,20.0,547.0,23516.0,0.0,466.0160000100001,466.0160000100001,0.0,2770.4569404125214,,,,,,,,,,,,,,,,186.07840040943927,111.14471650750416,364.5957106967332,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,268.0,1.0,268.0,23784.0,0.0,227.10900000999993,227.10900000999993,0.0,3085.0398828983307,,,,,,,,,,,,,,,,91.603399234037,64.08433136337942,202.76205106634475,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,847.0,2.0,579.0,24363.0,0.0,509.91800001000024,509.91800001000024,0.0,3124.3677520751953,,,,,,,,,,,,,,,,193.6118611103446,125.12456616853792,398.2149473744845,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,1324.0,3.0,477.0,24840.0,0.0,427.91700001000015,427.91700001000015,0.0,3156.7589864730835,,,,,,,,,,,,,,,,168.68473087510188,109.27770298462596,347.8021855681443,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,1533.0,4.0,209.0,25049.0,0.0,162.21500000999995,162.21500000999995,0.0,3171.1472458839417,,,,,,,,,,,,,,,,61.68308656541665,48.640937902491984,149.47270762545344,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,1603.0,5.0,70.0,25119.0,0.0,27.914000010000045,27.914000010000045,0.0,3176.2242929935455,,,,,,,,,,,,,,,,6.901318625960874,8.163220584597346,27.45836607225499,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,1674.0,6.0,71.0,25190.0,0.0,24.217000010000046,24.217000010000046,0.0,3181.5459933280945,,,,,,,,,,,,,,,,6.020162763151934,6.987764179861208,23.813381835651864,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,2141.0,7.0,467.0,25657.0,0.0,399.91300001000013,399.91300001000013,0.0,3213.593740940094,,,,,,,,,,,,,,,,162.3145632637866,100.25905995667206,324.43653550131285,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,2554.0,8.0,413.0,26070.0,0.0,275.3110000099998,275.3110000099998,0.0,3241.6651515960693,,,,,,,,,,,,,,,,100.19201281002763,65.41245906262765,234.16586458404265,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,3576.0,9.0,1022.0,27092.0,0.0,955.5,955.5,0.0,3310.8076837062836,,,,,,,,,,,,,,,,353.9578729851789,175.73657943681883,594.3494032123584,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,8.0,0.0,3897.0,10.0,321.0,27413.0,0.0,207.71400000999995,207.71400000999995,0.0,3332.5851368904114,,,,,,,,,,,,,,,,90.51589018845549,57.36525720176501,178.83723649600182,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,4830.0,11.0,933.0,28346.0,0.0,858.1150000100001,858.1150000100001,0.0,3395.6699817180634,,,,,,,,,,,,,,,,307.87721697663693,170.75613511338344,571.4369935643615,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
